# id:                 97
# size:               9000
# coupling constant:  1.000000E+00
# inhomogenity Delta: 1.500000E+00
0.010000	559.796326
1.009999	600.622009
2.009999	723.576355
3.009998	944.489502
4.009997	1288.145874
5.010020	1787.628174
6.010043	2468.825439
7.010066	3314.768799
8.010088	4184.976074
9.010111	4772.609863
10.010134	4772.532227
11.010157	4197.285645
12.010180	3369.071045
13.010202	2570.666260
14.010225	1940.064331
15.010248	1502.253052
16.010271	1238.426758
17.010294	1125.329346
18.010317	1132.034668
19.010340	1207.697266
20.010363	1268.832886
21.010386	1240.156250
22.010408	1095.239990
23.010431	876.116394
24.010454	653.187378
25.010477	476.228760
26.010500	371.759247
27.010523	329.196442
28.010546	319.362030
29.010569	308.386780
30.010592	290.358734
31.010614	272.511902
32.010635	246.938263
33.010468	209.194565
34.010300	167.703125
35.010132	149.722092
36.009964	152.891953
37.009796	167.939026
38.009628	183.973495
39.009460	188.718613
40.009293	178.244141
41.009125	158.195175
42.008957	140.237122
43.008789	122.749947
44.008621	118.679588
45.008453	128.826675
46.008286	129.759354
47.008118	122.860634
48.007950	116.738556
49.007782	106.826256
50.007614	95.115906
51.007446	92.863495
52.007278	76.504028
53.007111	61.350681
54.006943	65.410416
55.006775	82.962624
56.006607	93.945084
57.006439	92.880775
58.006271	84.077553
59.006104	81.847237
60.005936	82.980080
61.005768	86.216545
62.005600	114.552628
63.005432	136.951065
64.005264	128.047836
65.005478	99.036453
66.005692	74.606026
67.005905	71.032288
68.006119	69.061363
69.006332	73.394707
70.006546	74.212616
71.006760	68.884956
72.006973	62.660892
73.007187	73.916046
74.007401	76.151894
75.007614	77.370483
76.007828	76.282204
77.008041	73.746216
78.008255	54.557774
79.008469	21.954622
80.008682	-17.474436
81.008896	-33.134861
82.009109	-22.059238
83.009323	-0.232376
84.009537	2.340427
85.009750	12.353404
86.009964	0.024540
87.010178	-10.942101
88.010391	-17.371426
89.010605	0.615300
90.010818	11.517275
91.011032	14.747507
92.011246	7.669496
93.011459	6.650181
94.011673	21.167124
95.011887	32.605297
96.012100	32.175804
97.012314	24.479437
98.012527	0.164796
99.012741	-9.470941
100.012955	-13.721888
101.013168	-1.458133
102.013382	11.581393
103.013596	5.454663
104.013809	-3.620375
105.014023	-9.712040
106.014236	2.448047
107.014450	-1.078097
108.014664	-25.246895
109.014877	-44.649261
110.015091	-60.221336
